TURN	UTTERANCE	DA	EMOTION
Ses04M_impro02_M025	you can't make it out like i'm happy about this.  i mean, i didn't - i didn't want to put you in this situation.	ans	fru
Ses03F_impro05_F017	well, get i want the c.e.o. then.	s	ang
Ses03F_script01_1_F034	you know, the trouble is you've never had enough women. no, you never did.	o	fru
Ses03F_impro01_M001	oh, um-	b	neu
Ses04F_impro07_M036	well i mean i don't know.  it's like you know i kind of had a crush on you throughout high school and, like	ans	exc
Ses01M_script02_2_F029	no.	ans	fru
Ses05F_impro03_M029	and the chances, what are the chances of meeting somebody in africa and then coming back to chicago?	q	xxx
Ses01M_impro01_M016	okay. [breathing]	b	fru
Ses05M_impro02_F006	no, we have there's got to be something you can do.  you can't go.	dag	fru
Ses02F_script03_2_M005	you let him kiss you.  you said you did.	s	xxx
Ses05M_script03_2_M024	so, did you see much of peter burden after the divorce?	q	neu
Ses02F_impro07_M009	fight on.	s	exc
Ses01F_script01_1_F038	oh.  must you be inspired?	q	ang
Ses01M_script01_3_F010	chris	b	xxx
Ses03M_script03_2_F014	what?	q	ang
Ses03M_script03_2_F003	no i didn't.  you made up the whole thing in your jealous imagination.	dag	neu
Ses04M_script03_2_M016	i'll have a little myself, i think.	s	fru
Ses03F_script02_1_M012	are you cold? do you want my jacket?	q	xxx
Ses05M_impro04_F001	really? it's been that long?	q	neu
Ses01M_script03_1_F014	oh, yes meaning just that.	ans	hap
Ses04F_impro04_F009	nothing i'm trying seems to work. just-	s	fru
Ses03M_script01_1_M011	why shouldn't he walk around and dream at him at night.  walk around.  why shouldn't he walk around?  why shouldn't he dream of him, walk around at night waiting for him?  do we contradict him?  do we say flat out that we don't have anymore hope?	q	ang
Ses01M_impro07_F013	oh, you don't like that. you're west-sider?	q	exc
Ses02F_impro02_M012	all right.	ag	sad
Ses02M_script01_3_M015	ann, why didn't you let me know?	q	exc
Ses04F_script02_1_M034	out there someplace there's this huge mass of silver fish heading this way.  they don't know why.  we don't know why.  it wasn't a decision.  they didn't take a vote.	s	exc
Ses02F_script03_1_M019	yes.  yes. with all his might.	ans	exc
Ses03F_impro04_F015	i don't know. i don't know anything other than this, though, is the problem. this is my life. this is what i built everything about, you know.	o	xxx
Ses01F_script03_1_M007	no.  wrong number. [laughter]	s	hap
Ses04M_impro08_M019	yeah.  that's fine.  i just - that's fine. yeah, i mean, it doesn't make any difference to me.  i mean, it's not like it's going to cost my job or anything.	ans	neu
Ses01M_script02_1_M038	we just weren't in a good spot i'm telling you this is a much better spot.	o	xxx
Ses03M_script03_2_M034	you better turn that off.	o	ang
Ses02M_impro04_M015	maybe maybe take up painting, i don't know, you know.	o	fru
Ses03M_script02_2_M043	it's not champagne.	s	xxx
Ses05M_impro02_F004	and they didn't care?	q	xxx
Ses01M_script03_2_F013	i just, i just think it's becoming a habit with you.	o	xxx
Ses04M_script03_2_M012	what about me?	q	ang
Ses04F_impro07_M015	they have they have that	q	xxx
Ses03F_script03_1_F017	darling, i believe you're talking nonsense.	o	xxx
Ses05F_script02_1_M019	think about people in kansas, they have to get a a plane reservation and a hotel reservation just to see this uh but we are just forty minutes away.  too good to pass up.	s	exc
Ses01M_script02_1_F008	i'm fine.	ans	neu
Ses02F_impro08_M001	ok.  i've i've just been talking to this machine for the past half hour and i can't-can't get anything done.  i've been trying to book this vacation this entire time.	s	fru
Ses04F_impro07_M066	fine.  it's dorky.	ag	neu
Ses02M_script03_2_M038	turn it off it's driving me mad.	c	xxx
Ses04F_impro01_F012	i'm not starting over again.  no i have done this five times.  i am not starting over again.	dag	ang
Ses01F_script01_3_M002	why not?	q	xxx
Ses02F_script01_3_M026	it takes some time for a guy to toss that off.  'cause they weren't just men.	o	sad
Ses03F_script01_2_F019	believe, joe. you above all people have got to believe.	o	xxx
Ses03M_script02_1_M012	are you cold?  do you want my jacket?	q	xxx
Ses05F_impro05_F040	oh, come on.  would you cut it out?  this is ridiculous.	ans	fru
Ses01F_impro01_M005	you can't-  this is not the line for z.x.four.  if you're going to fill out the z.x.four, you need to have a different form of id.	ans	fru
Ses05F_script02_2_M022	you want to get married again?	q	fru
Ses04M_script03_2_M050	wicked little beast. and i i hope i never see you again as long as live.	o	ang
Ses02F_impro06_M018	that will be, it'll be--it'll be better that way. i mean time will tell.  time heals, you know, and it's good.  it's okay.  i mean, it wasn't anybody's fault or anything like that so .	o	neu
Ses05M_script03_2_F024	[laughter] mind your own business.	c	xxx
Ses01M_impro06_F024	how long did you know each other?	q	neu
Ses05F_impro03_F018	so beautiful, full moon.	o	xxx
Ses05M_impro01_M022	this is crap.  you know, i don't even know why i'm in this state.  screw california.  i'm out of here.	o	fru
Ses01M_script01_1_M013	for god's sake, three years?  nobody comes back after three years. it's insane.	o	fru
Ses02M_script01_3_F024	gee.	b	xxx
Ses01F_script01_2_M011	kate.	oth	fru
Ses01F_script01_1_M008	i don't want to argue but it's time he realized that nobody believes larry is alive.	ans	fru
Ses05F_impro05_F030	there's nothing else you can do?	q	fru
Ses04F_impro08_F008	well i'm very sorry, sir.  they should have dealt with it at that particular branch.  i apologize for that, uh, but we can help you.  that's no worries.  we can take care of that.  so how much did you need to be refunded?	ap	neu
Ses05F_impro02_F030	maybe we should call your parents.	o	xxx
Ses04F_script03_2_M029	very interesting and how about a child of six and a child of four and a child of nine.	q	xxx
Ses02F_script03_2_M044	shut up. shut up.	c	ang
Ses04F_script01_3_M005	the trouble is i planned on sneaking up on you over a period of a week or so but they take it for granted that we're all set.	s	xxx
Ses01F_script01_2_M007	you can't read her mind.	s	fru
Ses02F_script02_2_F003	sure, everybody's told the same story.  it keeps us all excited.  it keeps us coming back for more.  it keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.	o	xxx
Ses04M_script03_2_F035	not very funny, dear.  you'd better have some more brandy.	o	ang
Ses04M_script01_3_M035	you have to be a little better because of that.  otherwise, we have is really loot and there's blood on it.  i don't want to take any of it.  i guess that included you.	o	sad
Ses03F_script01_1_M042	i'll get out. i'll marry her somewhere else. maybe new york.	ans	neu
Ses04F_impro02_M011	it's just not going to work out without you here.	o	xxx
Ses02F_script03_2_M043	you're not.	dag	ang
Ses04F_script03_1_M026	and dance naked in the place place vendome and rush away with all the men in the world and i shan't say a word as long as you love me best.	o	xxx
Ses05F_script01_3_F026	what would i do with a fortune?	q	hap
Ses04M_impro04_M016	yeah, exactly.	ans	fru
Ses03M_script03_2_M025	they snap.	dag	fru
Ses01M_script02_1_M012	it's a nice moon though, should stay full.  do they always run during a full moon?  i can't remember was it full last year?	q	xxx
Ses01F_script01_1_M000	he saw it.	s	neu
Ses04F_script03_2_F010	i don't see why you want it.  you've already had two glasses.	s	xxx
Ses03F_impro06_M006	how's his parents doing?	q	sad
Ses01F_impro03_M022	awesome.	a	exc
Ses01F_impro01_M010	yeah.  we keep it on file, but we need an id to access that file.	ans	fru
Ses05F_script03_2_F011	well, it seems silly to go on and on in such a thing.	o	neu
Ses03F_impro05_M000	i'm sorry, mrs. rosenkrantz, but uh i don't know what to tell you.	ap	fru
Ses03M_script01_3_M038	it seemed to make a sucker out of a lot of guys.  i felt wrong to be alive.  i felt wrong to have that new checkbook	s	sad
Ses04M_script01_1_F033	just give it some more thought.	c	neu
Ses02F_script02_2_M029	well, welcome to the human race.  do you think this is what i had in mind when i proposed?  that four years down the road, we'd be at the beach yelling at each other over fish?	q	ang
Ses03M_impro05b_M033	i will never do business with delta again.	s	ang
Ses04F_impro04_F022	i make myself very presentable before i go to any kind of interview.	s	fru
Ses03F_impro06_F033	joe, do you think he knew i loved him?	q	sad
Ses03M_impro03_M002	[laughter] guess who just got hitched?	q	exc
Ses04F_script01_3_M030	it takes a lot of time to toss that off because they weren't just men.	o	sad
Ses04F_impro04_M031	i'm trying to be helpful.	o	neu
Ses03M_script01_2_M004	who said he even thought about that?	q	neu
Ses05M_script02_2_M037	well, it isn't champagne.	s	hap
Ses04M_impro08_M009	well i mean, i'm supposed to use discretion in the situation and, um--	s	fru
Ses01F_script03_1_F026	it went on intermittently for days.	ans	xxx
Ses01M_script01_3_F017	like larry's brother.  do what like you, chris.	s	xxx
Ses03M_script02_1_M040	they just start swimming to this place right here where we stand for massive celebration of sex and death.	s	exc
Ses04F_impro04_F033	that's important.  that's really important.	o	fru
Ses03F_script01_1_M045	yes. i like it an hour out of the day. if i have to grub for money all day long at least that evening i want it beautiful. i want a wife. i want a family. i want some kids. i want to build something i can give myself to.	ans	ang
Ses04M_impro03_M030	yeah.  well maybe--maybe you're right. maybe there's something to that.	ag	hap
Ses05F_script01_3_M023	it's it's mixed up with so many other things, i-	s	sad
Ses01F_script03_1_M031	how long did that row last?	q	xxx
Ses05M_script02_1_M009	oh, i wonder if they can hear me or if they can feel the vibrations when we move around in the sand. or something	o	exc
Ses03M_impro08b_F006	no i did not drop my phone in water.  i'm not five years old and just dropped my phone anywhere i see it.  okay this is my business.	ans	ang
Ses03F_impro06_F030	so i was there for him.	s	sad
Ses05F_impro02_M036	all the time, every day, every day.  they have e-mail over there and stuff like that, right? i can send you pictures.	ag	sad
Ses04M_impro04_F001	what about like a temp agency?	q	neu
Ses05F_script03_2_M010	i'll have a little i think.	s	neu
Ses01F_script02_2_M029	like a new carpet?  a poodle?  a back rub?  ice cream?  a suicide pact?  what do you want?  what the hell do you want?	q	xxx
Ses05M_script01_1b_F017	well, you want to make sure that your father isn't gonna --	ans	xxx
Ses05F_script03_1_F000	you think it's them?	q	xxx
Ses05F_script03_2_F006	well, i he got a lot of pleasure out of it and it didn't hurt me.	s	neu
Ses01M_impro01_F020	don't talk to me like i'm a child.	c	ang
Ses01M_script01_1_F013	you can't say that to him.	c	xxx
Ses03M_script01_3_M000	i know.  it sort of went out of style didn't it?	q	xxx
Ses01F_script02_2_F033	do you understand what i am saying?	q	fru
Ses01F_script02_2_M041	i don't know, it seemed like such a good spot to me.	o	fru
Ses01M_impro03_F016	oh i don't know. [laughter]	ans	exc
Ses01M_impro01_F006	fine.  so i need id.	c	xxx
Ses02F_script03_2_M023	they snap.	dag	fru
Ses05F_script03_2_M028	i think i mentioned once before that i had only three-minute liqueur glasses of brandy the entire evening long.  a child of two could not be drunk on that.	o	xxx
Ses01F_script01_1_M012	sit down, mom.  i want to talk to you.	c	neu
Ses05M_script01_1b_M036	yeah, i'd like one hour a day.  if i have to grub for money all day long, i'd like to go home to something beautiful.  i'd like a family.  i'd like some kids.	ans	ang
Ses02M_script01_1_M014	sit down mom; i want to talk to you.	c	xxx
Ses05F_impro03_M059	so now, i'm going to have to find somebody else to bear my children.	o	xxx
Ses01M_impro07_F012	oh. venice beach.	s	neu
Ses04M_impro01_M007	but you're - it's the same - i mean, you can - like i can't go behind your desk--	s	fru
Ses03M_impro04_F025	-it's going to get better i promise you. you just got to hang in there. everyone, i mean, you know?	o	neu
Ses03F_impro07_M025	we should uh go to little ethiopia.	s	neu
Ses02F_script02_2_F043	no.  i think you might be right.  maybe this is the spot after all.	ans	hap
Ses04F_script03_1_M009	don't say that, my darling.	c	neu
Ses03M_script02_1_M027	okay.  but it's fish that do something that no other fish do.  like the swallows in capistrano or the lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.	s	exc
Ses01F_script02_2_F010	twice is every time we have tried; that's ever.	s	ang
Ses02F_script02_2_M018	wait a minute.  i've got it.	c	neu
Ses05M_impro02_F000	what is it?	q	xxx
Ses04M_script03_2_M044	this is no time of year for tunis.	o	xxx
Ses04F_script03_2_M015	nothing.	ans	ang
Ses03F_impro05_M012	did you lock did you lock it even? you probably didn't even lock it.	q	fru
Ses02M_script01_1_F015	i got an idea but what's the story?	q	neu
Ses05F_script02_2_F019	no.	ans	sad
Ses01F_script02_1_M026	this is a big night for these little guys.  it's like life's last orgy.	o	neu
Ses03M_script02_2_M014	well, we're going to see it.	o	neu
Ses02M_impro05_F023	well, it's it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-	s	neu
Ses01F_script02_2_M001	well, so, what do you think?	q	exc
Ses01F_script01_1_M002	four o clock this morning.  i heard a crack and i woke up and looked out.  he was standing right over there when it cracked.	ans	neu
Ses01F_script03_2_M034	turn it off.	c	ang
Ses05M_script03_2_F020	adders don't snap, they sting.	dag	xxx
Ses03M_script02_2_F008	we never do, do we?  have we ever?	q	fru
Ses05M_impro04_F006	no.  i'm just working in restaurants and stuff. but, i'm also trying to audition and what not.  so, it's --	ans	neu
Ses05F_impro05_M026	that's what the cost of the ticket was for.	s	fru
Ses04F_script03_2_M032	you'd better turn that off i think.	o	xxx
Ses02M_impro03_F012	oh, my gosh. that's so cute	o	exc
Ses04F_impro06_F009	and to drink in his honor. [laughter]	s	hap
Ses04M_impro03_M006	she didn't cry, but she was laughing a lot and it was very exciting, so...	ans	hap
